,,Restricted Area,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Above the Break 3,Backcourt,Backcourt,Backcourt,Corner 3,Corner 3,Corner 3,SEASON
TEAM_ID,TEAM_NAME,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,
1610612757,Portland Trail Blazers,1358,2249,0.604,563,1494,0.377,367,890,0.412,131,360,0.364,122,331,0.369,686,2020,0.34,0,12,0.0,253,691,0.366,2023-24
1610612758,Sacramento Kings,1318,1919,0.687,768,1593,0.482,289,724,0.399,180,464,0.388,135,353,0.382,863,2394,0.36,0,8,0.0,315,817,0.386,2023-24
1610612759,San Antonio Spurs,1509,2285,0.66,600,1378,0.435,294,791,0.372,135,365,0.37,139,360,0.386,761,2241,0.34,0,16,0.0,274,725,0.378,2023-24
1610612761,Toronto Raptors,1576,2335,0.675,639,1550,0.412,308,758,0.406,137,356,0.385,134,363,0.369,672,1983,0.339,0,11,0.0,271,719,0.377,2023-24
1610612762,Utah Jazz,1373,1998,0.687,813,1831,0.444,196,548,0.358,181,433,0.418,155,430,0.36,725,2114,0.343,0,17,0.0,336,863,0.389,2023-24
1610612764,Washington Wizards,1629,2338,0.697,619,1551,0.399,260,690,0.377,135,358,0.377,129,329,0.392,750,2211,0.339,1,16,0.063,264,687,0.384,2023-24
1610612737,Atlanta Hawks,1481,2271,0.652,781,1713,0.456,187,455,0.411,156,390,0.4,203,495,0.41,747,2185,0.342,1,19,0.053,359,885,0.406,2024-25
1610612738,Boston Celtics,1191,1687,0.706,499,1099,0.454,266,641,0.415,146,394,0.371,159,390,0.408,1152,3159,0.365,0,12,0.0,305,784,0.389,2024-25
1610612751,Brooklyn Nets,1256,2005,0.626,529,1371,0.386,188,451,0.417,145,434,0.334,166,462,0.359,802,2323,0.345,0,14,0.0,311,896,0.347,2024-25
1610612766,Charlotte Hornets,1253,2003,0.626,591,1543,0.383,233,619,0.376,152,419,0.363,135,355,0.38,778,2347,0.331,0,22,0.0,287,774,0.371,2024-25
1610612741,Chicago Bulls,1446,2295,0.63,636,1275,0.499,196,528,0.371,208,490,0.424,135,394,0.343,920,2548,0.361,2,15,0.133,343,884,0.388,2024-25
1610612739,Cleveland Cavaliers,1403,2069,0.678,699,1392,0.502,247,582,0.424,189,463,0.408,161,407,0.396,952,2520,0.378,1,11,0.091,350,870,0.402,2024-25
1610612742,Dallas Mavericks,1368,1980,0.691,721,1600,0.451,334,813,0.411,153,390,0.392,138,376,0.367,729,2020,0.361,0,15,0.0,291,766,0.38,2024-25
1610612743,Denver Nuggets,1688,2470,0.683,712,1472,0.484,340,799,0.426,139,325,0.428,111,269,0.413,732,1987,0.368,2,38,0.053,250,594,0.421,2024-25
1610612765,Detroit Pistons,1434,2174,0.66,734,1588,0.462,283,699,0.405,121,320,0.378,152,399,0.381,779,2163,0.36,0,20,0.0,273,719,0.38,2024-25
1610612744,Golden State Warriors,1212,1825,0.664,629,1478,0.426,237,633,0.374,168,461,0.364,173,407,0.425,922,2586,0.357,1,22,0.045,341,868,0.393,2024-25
1610612745,Houston Rockets,1444,2226,0.649,667,1648,0.405,335,847,0.396,106,287,0.369,130,349,0.372,802,2287,0.351,0,15,0.0,236,636,0.371,2024-25
1610612754,Indiana Pacers,1375,2018,0.681,717,1456,0.492,401,918,0.437,145,363,0.399,166,403,0.412,770,2146,0.359,0,22,0.0,311,766,0.406,2024-25
1610612746,LA Clippers,1307,1955,0.669,801,1739,0.461,279,643,0.434,125,328,0.381,143,341,0.419,754,2062,0.366,0,7,0.0,268,669,0.401,2024-25
1610612747,Los Angeles Lakers,1374,1930,0.712,597,1386,0.431,293,710,0.413,155,425,0.365,142,320,0.444,795,2218,0.358,0,18,0.0,297,745,0.399,2024-25
1610612763,Memphis Grizzlies,1368,2006,0.682,930,2037,0.457,231,504,0.458,172,473,0.364,130,350,0.371,838,2261,0.371,1,23,0.043,302,823,0.367,2024-25
1610612748,Miami Heat,1197,1845,0.649,736,1625,0.453,261,608,0.429,203,503,0.404,154,404,0.381,767,2138,0.359,0,15,0.0,357,907,0.394,2024-25
1610612749,Milwaukee Bucks,1346,1958,0.687,471,1070,0.44,467,1051,0.444,170,378,0.45,164,384,0.427,825,2228,0.37,2,13,0.154,334,762,0.438,2024-25
1610612750,Minnesota Timberwolves,1391,2061,0.675,544,1329,0.409,196,523,0.375,189,460,0.411,153,397,0.385,891,2387,0.373,0,25,0.0,342,857,0.399,2024-25
1610612740,New Orleans Pelicans,1397,2218,0.63,647,1570,0.412,302,741,0.408,140,358,0.391,137,386,0.355,709,2089,0.339,0,6,0.0,277,744,0.372,2024-25
1610612752,New York Knicks,1511,2288,0.66,643,1395,0.461,368,837,0.44,153,423,0.362,166,410,0.405,712,1944,0.366,0,18,0.0,319,833,0.383,2024-25
1610612760,Oklahoma City Thunder,1352,1991,0.679,745,1596,0.467,371,829,0.448,156,395,0.395,129,316,0.408,907,2468,0.368,0,5,0.0,285,711,0.401,2024-25
1610612753,Orlando Magic,1315,1990,0.661,564,1324,0.426,330,828,0.399,140,422,0.332,146,385,0.379,635,2061,0.308,0,24,0.0,286,807,0.354,2024-25
1610612755,Philadelphia 76ers,1407,2186,0.644,513,1217,0.422,293,715,0.41,123,320,0.384,127,337,0.377,791,2368,0.334,0,25,0.0,250,657,0.381,2024-25
1610612756,Phoenix Suns,945,1323,0.714,786,1671,0.47,474,969,0.489,221,504,0.438,185,460,0.402,770,2141,0.36,0,7,0.0,406,964,0.421,2024-25
1610612757,Portland Trail Blazers,1538,2428,0.633,465,1253,0.371,265,621,0.427,128,371,0.345,148,409,0.362,780,2295,0.34,1,19,0.053,276,780,0.354,2024-25
1610612758,Sacramento Kings,1157,1667,0.694,810,1604,0.505,530,1227,0.432,180,431,0.418,98,269,0.364,754,2174,0.347,0,13,0.0,278,700,0.397,2024-25
1610612759,San Antonio Spurs,1486,2230,0.666,476,1136,0.419,306,749,0.409,161,428,0.376,171,420,0.407,826,2382,0.347,0,17,0.0,332,848,0.392,2024-25
1610612761,Toronto Raptors,1527,2458,0.621,664,1577,0.421,254,641,0.396,156,429,0.364,158,401,0.394,655,1935,0.339,0,21,0.0,314,830,0.378,2024-25
1610612762,Utah Jazz,1123,1683,0.667,842,1800,0.468,196,522,0.375,194,486,0.399,178,445,0.4,771,2321,0.332,1,15,0.067,372,931,0.4,2024-25
1610612764,Washington Wizards,1311,1950,0.672,585,1511,0.387,262,699,0.375,112,318,0.352,85,257,0.331,878,2615,0.336,0,21,0.0,197,575,0.343,2024-25
